location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Ariana,a day ago,42000,Blanc,35000,Nouveau,1.2L,2021,Manuelle,Peugeot,208,Compacte,Essence,4
Kasserine,a day ago,300,Bleu,11500,Nouveau,1.2L,1997,Manuelle,Peugeot,106,Compacte,Essence,6
Tunis,a day ago,60000,Noir,140000,Nouveau,1.6L,2021,Automatique,Kia,Sorento,Autres,Hybride essence,7
Ariana,a day ago,151000,Gris,28000,Avec kilométrage,1.2L,2014,Manuelle,Hyundai,I 10,Autres,Essence,5
Kairouan,a day ago,60000,Gris,55000,Nouveau,>4.0L,2022,Manuelle,Fiat,Tipo,Berline,Essence,5
Tunis,a day ago,172000,Rouge,55000,Avec kilométrage,1.2L,2015,Manuelle,mini,One,Autres,Essence,5
Bizerte,a day ago,150000,Blanc,34500,Avec kilométrage,1.2L,2020,Manuelle,Volkswagen,UP,Compacte,Essence,4
Bizerte,a day ago,180000,Gris,30000,Avec kilométrage,1.4L,2020,Manuelle,Dacia,Dokker,Compacte,Diesel,6
Gafsa,a day ago,320,Blanc,14000,Avec kilométrage,1.4L,2002,Manuelle,Peugeot,206+,Berline,Essence,5
Tunis,a day ago,220000,Blanc,24500,Avec kilométrage,2.0L,2010,Manuelle,Volkswagen,Caddy,Utilitaire,Diesel,7
Tunis,a day ago,99500,Bleu,50000,Avec kilométrage,1.8L,2018,Manuelle,Renault,Kadjar,Autres,Essence,7
Ben Arous,a day ago,115000,Blanc,43000,Avec kilométrage,1.6L,2019,Manuelle,Peugeot,208,Compacte,Diesel,5
Tunis,a day ago,60000,Autre,65000,Nouveau,1.4L,2021,Manuelle,Renault,Megane,Autres,Essence,7
La Manouba,a day ago,100000,Autre,22000,Nouveau,1.6L,2020,Manuelle,Autres,Autres,Autres,Diesel,5
Tunis,a day ago,71555,Blanc,28000,Avec kilométrage,1.2L,2016,Manuelle,Chevrolet,Spark,Compacte,Essence,5
Ben Arous,a day ago,300,Noir,26800,RS,1.9L,2005,Automatique,Volkswagen,Passat CC,Berline,Diesel,8
Médenine,a day ago,19000,Noir,120000,Nouveau,1.6L,2023,Automatique,Peugeot,5008,Compacte,Essence,7
Tunis,a day ago,230000,Noir,48500,Avec kilométrage,1.8L,2008,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,11
Monastir,a day ago,135000,Blanc,58000,Avec kilométrage,1.5L,2020,Manuelle,Renault,Megane,Compacte,Diesel,6
Nabeul,a day ago,260000,Blanc,11000,Avec kilométrage,<1.0L,2015,Manuelle,Renault,Clio,Autres,Essence,4
Sfax,a day ago,154000,Rouge,38500,Avec kilométrage,1.2L,2015,Manuelle,Renault,Clio,Compacte,Essence,5
Ben Arous,a day ago,42296,Blanc,62000,Nouveau,2.0L,2020,Manuelle,Peugeot,Expert,Utilitaire,Diesel,7
Ben Arous,a day ago,270000,Noir,28900,Avec kilométrage,1.6L,2012,Manuelle,Citroen,C4,Berline,Essence,6
Nabeul,a day ago,78000,Gris,36000,Avec kilométrage,1.2L,2020,Manuelle,Mahindra,Hover,Autres,Essence,5
Bizerte,a day ago,50,Noir,124000,Nouveau,1.6L,2021,Automatique,Kia,Sportage,4 x 4,Hybride Diesel,7
Tunis,a day ago,196000,Noir,29500,Avec kilométrage,1.2L,2012,Manuelle,Peugeot,207,Compacte,Essence,5
Tunis,a day ago,250000,Blanc,27000,Avec kilométrage,1.5L,2018,Manuelle,Dacia,Dokker,Compacte,Diesel,6
Tunis,a day ago,326000,Noir,30800,Avec kilométrage,1.6L,2009,Manuelle,Volkswagen,Jetta,Compacte,Essence,7
Tunis,a day ago,213000,Noir,30800,Avec kilométrage,1.2L,2012,Manuelle,Renault,Clio,Compacte,Essence,5
Ariana,a day ago,100000,Blanc,44500,Avec kilométrage,1.2L,2017,Manuelle,Kia,Rio,Berline,Essence,05
Ariana,a day ago,180000,Beige,59500,Avec kilométrage,1.2L,2020,Automatique,Volkswagen,Golf 7,Berline,Essence,06
Ariana,a day ago,80000,Blanc,56500,Nouveau,1.6L,2019,Manuelle,Renault,Clio,Berline,Diesel,05
Ariana,a day ago,48000,Rouge,65500,Nouveau,1.2L,2024,Manuelle,Kia,Rio,Berline,Essence,05
Ariana,a day ago,99000,Bleu,49500,Avec kilométrage,1.2L,2020,Manuelle,Kia,Rio,Berline,Essence,05
Ariana,a day ago,80000,Blanc,47500,Avec kilométrage,1.6L,2020,Manuelle,Citroen,C3,Berline,Diesel,05
Ariana,a day ago,90000,Blanc,56500,Avec kilométrage,1.6L,2019,Manuelle,Peugeot,308,Berline,Diesel,05
Ariana,a day ago,90000,Blanc,59500,Nouveau,1.6L,2020,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,05
La Manouba,a day ago,8000,Rouge,36800,Nouveau,1.2L,2023,Manuelle,Mahindra,Hover,Compacte,Essence,5
Mahdia,a day ago,50,Blanc,19000,Pièces manquantes,1.6L,2020,Manuelle,Citroen,Berlingo,Autres,Diesel,5
Sfax,a day ago,116107,Blanc,65000,Nouveau,2.0L,2020,Manuelle,Peugeot,Expert,Utilitaire,Diesel,6
Ariana,a day ago,217000,Gris,31500,Avec kilométrage,1.6L,2015,Manuelle,Renault,Fluence,Berline,Essence,7
Le Kef,a day ago,210000,Gris,98989,Avec kilométrage,>4.0L,2012,Manuelle,Citroen,C3,Berline,Essence,05
Ariana,a day ago,175,Noir,60000,Avec kilométrage,1.6L,2013,Automatique,BMW,Serie 3 GT,Berline,Essence,7
Tunis,a day ago,180000,Blanc,62000,Avec kilométrage,1.8L,2012,Manuelle,Audi,A5,Cabriolet,Essence,9
Nabeul,a day ago,190000,Noir,86000,Avec kilométrage,1.6L,2019,Automatique,Volkswagen,Golf 7,Berline,Essence,6
Tunis,a day ago,99000,Gris,94000,Avec kilométrage,2.0L,2014,Automatique,Mercedes-Benz,Classe GLA,Autres,Essence,8
Ben Arous,a day ago,25000,Rouge,17000,Nouveau,1.2L,2012,Manuelle,Fiat,Grande Punto,Berline,Essence,5
Mahdia,a day ago,95780,Gris,67000,Avec kilométrage,1.2L,2019,Manuelle,Seat,Leon,Berline,Essence,6
Ariana,a day ago,246000,Blanc,51000,Avec kilométrage,1.9L,2015,Automatique,Mazda,6,Berline,Essence,9
Tataouine,a day ago,143000,Blanc,53000,Nouveau,1.5L,2022,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5
Tunis,a day ago,113000,Blanc,11111,Nouveau,1.2L,2018,Automatique,Nissan,Qashqai,4 x 4,Essence,6
Jendouba,a day ago,268.000,Gris,48500,Avec kilométrage,2.0L,2013,Manuelle,Volkswagen,Amarok,4 x 4,Diesel,8
Zaghouan,a day ago,194000,Argent,17000,Avec kilométrage,1.2L,2006,Manuelle,Ford,Fiesta,Compacte,Essence,5
Ben Arous,a day ago,157,Gris,44500,Avec kilométrage,1.6L,216,Automatique,Citroen,DS5,Berline,Essence,9
Tunis,a day ago,70000,Blanc,41500,Avec kilométrage,1.2L,2017,Manuelle,Kia,Rio,Berline,Essence,5
Kairouan,a day ago,174000,Noir,56000,Avec kilométrage,1.2L,2013,Manuelle,Volkswagen,Golf 7,Compacte,Essence,05
Ariana,2 days ago,37000,Noir,85000,Avec kilométrage,1.6L,2020,Automatique,Audi,A3,Berline,Essence,6
Tunis,2 days ago,153000,Gris,29500,Avec kilométrage,1.6L,2008,Manuelle,Ford,Focus,Compacte,Essence,7
Tunis,2 days ago,153000,Noir,112000,Nouveau,1.4L,2015,Automatique,Mercedes-Benz,Classe C,Autres,Essence,8
Ben Arous,2 days ago,185000,Gris,21000,Nouveau,1.2L,2001,Manuelle,Renault,Clio,Berline,Essence,4
Bizerte,2 days ago,74000,Rouge,31000,Avec kilométrage,1.2L,2018,Manuelle,Peugeot,208,Berline,Essence,5
Ben Arous,2 days ago,188600,Argent,30000,Avec kilométrage,<1.0L,2015,Manuelle,Hyundai,I 10,Berline,Essence,4
Mahdia,2 days ago,110325,Bleu,39500,Avec kilométrage,1.2L,2016,Manuelle,Kia,Rio,Autres,Essence,5
Sousse,2 days ago,327100,Blanc,18500,Avec kilométrage,1.4L,2012,Manuelle,Citroen,Nemo,Autres,Diesel,5
Médenine,2 days ago,177000,Blanc,65000,Nouveau,1.6L,2021,Manuelle,Citroen,Jumpy,Utilitaire,Diesel,5
Ariana,2 days ago,74000,Rouge,31000,Avec kilométrage,1.2L,2018,Manuelle,Peugeot,208,Berline,Essence,5
Ariana,2 days ago,280,Noir,47500,Avec kilométrage,1.9L,2009,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9
Sousse,2 days ago,199000,Blanc,42000,Avec kilométrage,1.5L,2019,Manuelle,Peugeot,208,Compacte,Diesel,5
Tunis,2 days ago,215000,Noir,45000,Avec kilométrage,1.2L,2014,Manuelle,Volkswagen,Golf,Autres,Essence,5
Bizerte,2 days ago,105,Bleu,35000,Nouveau,<1.0L,2019,Manuelle,Skoda,Fabia,Compacte,Essence,4
Tunis,2 days ago,170,Blanc,68000,Nouveau,1.5L,2011,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9
Tunis,2 days ago,200000,Blanc,35000,Nouveau,1.4L,2010,Manuelle,Renault,Megane,Autres,Essence,7
Médenine,2 days ago,230000,Bleu,19000,Avec kilométrage,1.6L,2000,Manuelle,Renault,Scenic,Compacte,Essence,6
Tunis,2 days ago,184000,Blanc,36000,Nouveau,1.2L,2014,Manuelle,Volkswagen,Polo,Autres,Diesel,5
Tunis,2 days ago,128000,Gris,29000,Avec kilométrage,1.2L,2018,Manuelle,Mahindra,Hover,Compacte,Essence,5
Ariana,2 days ago,65000,Blanc,198000,Nouveau,1.6L,2022,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,8
Ariana,2 days ago,330000,Blanc,59000,Avec kilométrage,3.0L,1999,Automatique,Toyota,Prado,4 x 4,Diesel,10
Ariana,2 days ago,210000,Noir,52000,Avec kilométrage,2.0L,2014,Automatique,Hyundai,Ix 35,4 x 4,Diesel,11
Ariana,2 days ago,150000,Doré,59000,Avec kilométrage,2.2L,2016,Manuelle,Mazda,BT-50,4 x 4,Diesel,9
Ariana,2 days ago,20000,Blanc,135000,Nouveau,1.5L,2022,Automatique,Nissan,Qashqai,4 x 4,Essence,7
Ariana,2 days ago,115000,Noir,37000,Avec kilométrage,1.2L,2015,Manuelle,Smart,Smart,Compacte,Essence,4
Ariana,2 days ago,110000,Blanc,152000,Nouveau,2.4L,2021,Automatique,Toyota,Hilux,Pick up,Diesel,8
Tunis,2 days ago,190,Blanc,39700,Nouveau,2.0L,2010,Automatique,Volkswagen,Passat CC,Berline,Essence,13
Tunis,2 days ago,166,Noir,51200,Nouveau,1.5L,2018,Manuelle,Renault,Megane Estate,Berline,Diesel,5
Médenine,2 days ago,65,Autre,98637,Avec kilométrage,1.6L,2020,Automatique,Volkswagen,T-ROC,Autres,Diesel,5
Sfax,2 days ago,14000,Rouge,31000,Avec kilométrage,1.6L,2021,Manuelle,Suzuki,SX4,Autres,Essence,5
Ben Arous,2 days ago,34000,Gris,82800,Avec kilométrage,1.2L,2021,Automatique,Toyota,Corolla,Autres,Essence,6
Kairouan,2 days ago,200000,Noir,28000,Avec kilométrage,1.2L,2012,Manuelle,Opel,Corsa,Compacte,Essence,5
Bizerte,2 days ago,180,Bleu,26500,Avec kilométrage,1.2L,2009,Manuelle,Fiat,500,Compacte,Essence,4
Ben Arous,2 days ago,13422,Gris,57000,Avec kilométrage,1.2L,2022,Manuelle,Peugeot,208,Compacte,Essence,5
Sfax,2 days ago,38600,Autre,39000,Avec kilométrage,1.2L,2019,Manuelle,Peugeot,208,Compacte,Essence,4
Mahdia,2 days ago,300000,Blanc,14000,Avec kilométrage,1.9L,2006,Manuelle,Peugeot,Boxer,Berline,Diesel,7
Ariana,2 days ago,282000,Jaune,28000,Avec kilométrage,3.0L,2009,Manuelle,mini,One,Autres,Essence,5
Béja,2 days ago,260000,Gris,20500,Nouveau,1.6L,2005,Manuelle,Peugeot,407,Compacte,Essence,7
Tunis,2 days ago,10000,Noir,29130,Avec kilométrage,2.0L,2018,Automatique,BMW,Serie 7,Berline,Essence,15
Médenine,2 days ago,169000,Blanc,32500,Nouveau,1.6L,2015,Manuelle,Peugeot,Partner,Utilitaire,Diesel,05
Sfax,2 days ago,130000,Gris,25200,Nouveau,1.2L,2010,Manuelle,Ford,Fiesta,Berline,Essence,5
Sfax,2 days ago,180000,Gris,32500,Nouveau,1.6L,2016,Manuelle,Peugeot,Partner,Compacte,Diesel,5
Kasserine,2 days ago,213000,Noir,42500,Nouveau,1.6L,2012,Manuelle,Citroen,C5,Berline,Diesel,6
Ariana,2 days ago,100000,Rouge,28600,Avec kilométrage,1.2L,2017,Manuelle,Hyundai,I 10,Compacte,Essence,4
Ariana,2 days ago,45000,Gris,92500,Avec kilométrage,<1.0L,2021,Manuelle,Volkswagen,Golf 8,Compacte,Essence,6
Gabès,2 days ago,128000,Blanc,75000,Avec kilométrage,1.6L,2016,Manuelle,Mercedes-Benz,Classe CLA,Berline,Essence,7
Nabeul,2 days ago,68500,Gris,49500,Avec kilométrage,1.4L,2021,Manuelle,Fiat,Tipo,Berline,Essence,5
Tunis,2 days ago,86000,Gris,26000,Avec kilométrage,3.0L,2013,Manuelle,Peugeot,301,Compacte,Essence,4
Béja,2 days ago,178,Noir,20500,Nouveau,1.2L,2016,Manuelle,Citroen,C-Elysée,Compacte,Essence,5
Jendouba,2 days ago,300000,Blanc,25000,Avec kilométrage,1.6L,2010,Manuelle,Opel,Astra,Compacte,Essence,5
Sousse,2 days ago,15000,Gris,46800,Avec kilométrage,1.2L,2023,Manuelle,Kia,Picanto,Compacte,Essence,5
Tunis,2 days ago,119000,Bleu,44999,Avec kilométrage,>4.0L,2020,Manuelle,Kia,Rio,Compacte,Essence,5
Bizerte,2 days ago,129000,Bleu,38800,Avec kilométrage,1.2L,2021,Manuelle,Suzuki,Swift,Compacte,Essence,5
Tunis,2 days ago,90000,Blanc,43500,Avec kilométrage,1.4L,2018,Automatique,Fiat,500,Cabriolet,Essence,4
Tunis,2 days ago,142000,Noir,33900,Avec kilométrage,1.2L,2014,Manuelle,Renault,Capture,4 x 4,Essence,6
Monastir,2 days ago,85000,Noir,52000,Nouveau,<1.0L,2020,Manuelle,Renault,Clio,Compacte,Essence,5
Tunis,2 days ago,115,Noir,24500,Avec kilométrage,1.4L,2009,Manuelle,Peugeot,308,Berline,Essence,6
Bizerte,2 days ago,130000,Rouge,33500,Avec kilométrage,1.2L,2018,Manuelle,Nissan,Micra,Berline,Essence,5
Ben Arous,2 days ago,300000,Rouge,19400,Avec kilométrage,1.4L,2004,Manuelle,Citroen,C3,Berline,Essence,5
Tunis,2 days ago,155,Blanc,26500,Nouveau,>4.0L,2015,Manuelle,Fiat,Punto,Berline,Essence,4
Médenine,2 days ago,154000,Gris,82000,Avec kilométrage,1.6L,2018,Manuelle,Nissan,Qashqai,4 x 4,Diesel,07
Sfax,2 days ago,45000,Noir,48500,Nouveau,1.6L,2021,Manuelle,Ssangyong,Tivoli,4 x 4,Essence,6
Tunis,2 days ago,210000,Noir,32500,Avec kilométrage,1.2L,2011,Manuelle,Seat,Ibiza,Compacte,Essence,5
Tunis,2 days ago,49000,Blanc,35000,Nouveau,1.2L,2020,Manuelle,Mahindra,Hover,Compacte,Essence,5
Sfax,2 days ago,370000,Noir,34000,,,2015,Automatique,,,,,
Sfax,2 days ago,200000,Blanc,56000,Avec kilométrage,1.6L,2015,Manuelle,Nissan,Qashqai,Compacte,Diesel,7
Ben Arous,2 days ago,164600,Gris,35000,Avec kilométrage,1.6L,2011,Manuelle,Peugeot,3008,Monospace,Essence,7
Tunis,2 days ago,89000,Blanc,30000,Avec kilométrage,1.6L,2011,Manuelle,Chevrolet,Cruze,Berline,Essence,7
Tunis,2 days ago,244000,Bleu,38000,Avec kilométrage,1.2L,2011,Manuelle,Volkswagen,Golf 6,Monospace,Essence,5
Nabeul,2 days ago,179000,Gris,50000,Avec kilométrage,2.0L,2018,Manuelle,Toyota,Land Cruiser,4 x 4,Diesel,7
Ariana,2 days ago,41200,Rouge,85000,Avec kilométrage,1.2L,2021,Automatique,Peugeot,2008,Autres,Essence,7
Ben Arous,2 days ago,51000,Gris,40500,Avec kilométrage,<1.0L,2019,Manuelle,Kia,Picanto,Autres,Essence,4
Tunis,2 days ago,89000,Blanc,39500,Nouveau,1.6L,2020,Manuelle,Chery,Tiggo,Compacte,Essence,8
Sousse,2 days ago,217000,Bleu,11111,Avec kilométrage,1.8L,2105,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Diesel,7
La Manouba,2 days ago,320,Blanc,12400,Avec kilométrage,1.4L,1998,Manuelle,Volkswagen,Polo,Autres,Essence,4
Sfax,2 days ago,58000,Blanc,23500,Avec kilométrage,1.2L,2019,Manuelle,Chery,QQ,Compacte,Essence,4
Sfax,2 days ago,126,Noir,39003,Avec kilométrage,1.2L,2020,Manuelle,Hyundai,Grand i10,Compacte,Essence,5
Ariana,2 days ago,46.000,Gris,153000,Avec kilométrage,2.4L,2022,Automatique,Mitsubishi,L200,Pick up,Diesel,08
Sfax,2 days ago,155,Blanc,27500,Nouveau,1.4L,2017,Manuelle,Citroen,Nemo,Berline,Diesel,5
Nabeul,2 days ago,100.000,Noir,99000,Avec kilométrage,1.6L,2020,Automatique,Kia,Sportage,Pick up,Essence,8
Tunis,2 days ago,94000,Rouge,32000,Avec kilométrage,1.2L,2015,Manuelle,Volkswagen,UP,Compacte,Essence,4
Sfax,2 days ago,285,Gris,16000,Avec kilométrage,1.9L,2003,Manuelle,Renault,Laguna Estate,Berline,Diesel,6
Sfax,2 days ago,45000,Gris,48000,Nouveau,1.3L,5,Manuelle,Toyota,Yaris,Autres,Essence,6
Monastir,2 days ago,35000,Blanc,75000,Nouveau,2.2L,2021,Manuelle,Ford,Transit,Autres,Diesel,7
Sfax,2 days ago,210000,Beige,25000,Avec kilométrage,1.4L,2009,Manuelle,mini,One,Autres,Essence,5
Tunis,2 days ago,111000,Gris,159000,Avec kilométrage,1.5L,2019,Automatique,Mercedes-Benz,Classe C,Berline,Hybride essence,10
Sousse,2 days ago,169000,Noir,100000,Avec kilométrage,1.4L,2018,Automatique,Audi,A5,Berline,Essence,08
Ben Arous,2 days ago,179000,Noir,27000,Avec kilométrage,1.2L,2018,Manuelle,Citroen,C-Elysée,Berline,Essence,5
Sfax,2 days ago,328000,Blanc,29500,Avec kilométrage,2.2L,2014,Manuelle,Fiat,Ducato,Autres,Diesel,8
Sousse,2 days ago,95000,Blanc,33000,Avec kilométrage,1.2L,2020,Manuelle,Peugeot,208,Compacte,Essence,4
Monastir,2 days ago,27000,Rouge,43000,Avec kilométrage,<1.0L,2022,Automatique,Hyundai,I 10,Berline,Essence,4
Bizerte,2 days ago,130000,Rouge,33500,Avec kilométrage,1.2L,2018,Manuelle,Nissan,Micra,Berline,Essence,5
Sousse,2 days ago,122000,Noir,155000,RS,2.5L,2018,Automatique,Mercedes-Benz,250,Pick up,Diesel,08
Ben Arous,2 days ago,350000,Marron,30000,Avec kilométrage,2.0L,2012,Manuelle,Ssangyong,Actyon,4 x 4,Diesel,7
Ben Arous,2 days ago,200,Blanc,28500,Avec kilométrage,1.4L,2012,Automatique,Chevrolet,Cruze,Compacte,Essence,7
Ariana,2 days ago,193,Gris,17000,Avec kilométrage,1.4L,2006,Manuelle,Peugeot,206+,Compacte,Essence,5
Sidi Bouzid,2 days ago,185058,Blanc,1111,Avec kilométrage,2.0L,2014,Automatique,Mercedes-Benz,Classe A,Berline,Essence,8
Ariana,2 days ago,260000,Noir,38000,Avec kilométrage,1.6L,2009,Manuelle,BMW,Serie 3,Berline,Essence,7
Mahdia,2 days ago,248000,Gris,65000,RS,1.6L,2014,Manuelle,Nissan,X-Trail,4 x 4,Diesel,7
Ariana,2 days ago,20000,Noir,65000,Avec kilométrage,1.2L,2022,Manuelle,Kia,Rio,Berline,Essence,-5
Kasserine,2 days ago,250000,Noir,170000,Avec kilométrage,2.0L,1994,Manuelle,Mercedes-Benz,Classe C,Berline,Diesel,8
Ariana,2 days ago,30000,Rouge,31500,Nouveau,<1.0L,2021,Manuelle,Fiat,Panda,Compacte,Essence,4
Ariana,2 days ago,230000,Noir,48000,Avec kilométrage,1.6L,2009,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9
Tunis,2 days ago,200000,Noir,20800,Avec kilométrage,1.2L,2006,Manuelle,Fiat,Siena,Berline,Essence,5
Sidi Bouzid,2 days ago,260000,Noir,31000,Avec kilométrage,1.6L,2006,Manuelle,Volkswagen,Passat,Berline,Essence,7
Ariana,2 days ago,280000,Noir,20500,Avec kilométrage,1.2L,2012,Manuelle,Fiat,Grande Punto,Compacte,Essence,5
Sfax,2 days ago,50000,Noir,66500,Nouveau,1.2L,2021,Manuelle,Kia,Rio,Compacte,Essence,5
Médenine,2 days ago,143200,Bleu,42000,Nouveau,1.2L,2013,Manuelle,Renault,Clio,Berline,Essence,5
Médenine,2 days ago,350,Marron,13500,Avec kilométrage,1.5L,2012,Manuelle,Dacia,Logan,Utilitaire,Diesel,6
Ariana,2 days ago,118000,Bleu,39500,Avec kilométrage,1.2L,2015,Manuelle,Kia,Rio,Autres,Essence,5
Tunis,2 days ago,346000,Noir,42800,Avec kilométrage,2.2L,2006,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,10
Tunis,2 days ago,132000,Gris,53000,Avec kilométrage,1.2L,2019,Manuelle,Renault,Megane Estate,Berline,Essence,7
La Manouba,2 days ago,215000,Gris,23500,Avec kilométrage,1.6L,2009,Manuelle,Citroen,C4,Berline,Diesel,6
Ben Arous,2 days ago,210,Bleu,13500,Avec kilométrage,1.4L,2000,Manuelle,Renault,Clio,Autres,Essence,4
Tunis,2 days ago,400000,Gris,21000,Avec kilométrage,<1.0L,2006,Manuelle,Volkswagen,Polo,Compacte,Essence,4
Ariana,2 days ago,200000,Noir,65000,Avec kilométrage,,2015,Manuelle,Mercedes-Benz,,,Essence,
La Manouba,3 days ago,156000,Blanc,27000,Nouveau,1.3L,2018,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5
Ariana,3 days ago,158000,Gris,37000,Avec kilométrage,1.4L,2012,Automatique,Volkswagen,Polo,Compacte,Essence,5
Gabès,3 days ago,222222,Beige,28500,Avec kilométrage,1.6L,2009,Manuelle,mini,One,Autres,Essence,4
La Manouba,3 days ago,500000,Gris,55000,Non dédouanné,2.5L,10,Manuelle,Iveco,Daily,Pick up,Electrique,50000
Sfax,3 days ago,182,Noir,18500,Avec kilométrage,1.4L,2006,Manuelle,Peugeot,206+,Compacte,Essence,5
Ariana,3 days ago,57000,Gris,38000,Avec kilométrage,1.2L,2020,Manuelle,Mahindra,Hover,Autres,Essence,5
Ben Arous,3 days ago,230,Noir,23500,Avec kilométrage,<1.0L,2010,Manuelle,Toyota,Yaris,Compacte,Essence,4
Sidi Bouzid,3 days ago,155000,Blanc,48000,Avec kilométrage,1.6L,2019,Manuelle,Peugeot,Partner,Berline,Diesel,12345
Ariana,3 days ago,330000,Gris,26000,Avec kilométrage,1.4L,2005,Manuelle,Volkswagen,Golf,Utilitaire,Essence,5
Tunis,3 days ago,145,Blanc,22900,Avec kilométrage,1.2L,2017,Manuelle,Chevrolet,Spark,Compacte,Essence,4
Tunis,3 days ago,234500,Gris,34500,Nouveau,1.2L,2014,Manuelle,Fiat,500,Compacte,Essence,4
Tunis,3 days ago,98000,Gris,28000,Avec kilométrage,1.1L,2018,Manuelle,Mahindra,Hover,Compacte,Essence,5
Ben Arous,3 days ago,306000,Blanc,19000,Avec kilométrage,1.9L,2013,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,7
Ariana,3 days ago,123456,Gris,13798,Avec kilométrage,1.9L,2003,Manuelle,Renault,Kangoo,Utilitaire,Diesel,7
Sfax,3 days ago,200000,Gris,19999.9,Avec kilométrage,1.4L,2007,Manuelle,Peugeot,206+,Berline,Essence,6
Monastir,3 days ago,156000,Gris,26000,Avec kilométrage,1.4L,2014,Manuelle,Citroen,Nemo,Utilitaire,Diesel,6
Ariana,3 days ago,140000,Blanc,33500,Avec kilométrage,1.2L,2016,Manuelle,Citroen,DS,Compacte,Essence,5
Monastir,3 days ago,254000,Gris,21500,Avec kilométrage,1.4L,2005,Manuelle,Renault,Megane,Berline,Essence,6
Ben Arous,3 days ago,375000,Blanc,13500,Avec kilométrage,1.3L,2006,Manuelle,Fiat,Grande Punto,Compacte,Diesel,4
Tunis,3 days ago,200,Blanc,22800,Avec kilométrage,1.3L,2017,Manuelle,Fiat,Doblo,Autres,Diesel,5
Tunis,3 days ago,90,Autre,11111,Avec kilométrage,1.1L,2022,Manuelle,Dacia,Logan,Berline,Essence,5
Ben Arous,3 days ago,156000,Blanc,24000,Avec kilométrage,1.2L,2016,Manuelle,Chevrolet,Spark,Compacte,Essence,5
Tunis,3 days ago,119500,Gris,41000,Avec kilométrage,<1.0L,2021,Manuelle,Renault,Clio,Compacte,Essence,5
Ariana,3 days ago,153.000,Noir,59000,Avec kilométrage,2.0L,2012,Automatique,Kia,Sportage,4 x 4,Essence,11
Ariana,3 days ago,179000,Rouge,36500,Nouveau,1.4L,2012,Manuelle,Audi,A1,Berline,Essence,5
Ariana,3 days ago,197000,Noir,33000,Nouveau,1.4L,2010,Automatique,Volkswagen,Golf,Berline,Essence,9
Ariana,3 days ago,162000,Blanc,28500,Nouveau,1.2L,2010,Manuelle,Fiat,500,Berline,Essence,4
Ariana,3 days ago,180000,Gris,25000,Avec kilométrage,1.2L,2009,Manuelle,Volkswagen,Polo,Autres,Essence,5
Ariana,3 days ago,263000,Blanc,45000,Avec kilométrage,2.5L,2013,Manuelle,Mazda,BT-50,4 x 4,Diesel,10
Tunis,3 days ago,140000,Autre,11111,Avec kilométrage,1.4L,2010,Manuelle,Ford,Fiesta,Autres,Essence,5
Tunis,3 days ago,42000,Noir,169000,Avec kilométrage,1.5L,2020,Automatique,Mercedes-Benz,Classe CLA,Berline,Hybride essence,8
Tunis,3 days ago,300000,Vert,30000,Avec kilométrage,2.8L,1993,Manuelle,Nissan,Patrol GR,4 x 4,Diesel,10
Nabeul,3 days ago,133,Blanc,17500,Nouveau,1.9L,2014,Manuelle,Fiat,Doblo,Autres,Diesel,5
Tunis,3 days ago,240,Noir,18500,Avec kilométrage,1.2L,1999,Manuelle,Renault,Clio,Compacte,Essence,4
Sousse,3 days ago,229426,Noir,45500,Avec kilométrage,1.6L,2016,Manuelle,Mazda,3,Berline,Essence,6
Sousse,3 days ago,200,Gris,30000,Avec kilométrage,1.2L,2014,Manuelle,Volkswagen,Polo,Berline,Essence,5
Tunis,3 days ago,220000,Gris,60000,Avec kilométrage,1.8L,2010,Automatique,Mercedes-Benz,Classe E,Berline,Essence,12
Jendouba,3 days ago,180000,Camel,20000,Avec kilométrage,1.4L,2010,Manuelle,Renault,Symbol,Autres,Essence,5
Ariana,3 days ago,70000,Blanc,33000,Avec kilométrage,1.2L,2020,Manuelle,Peugeot,208,Compacte,Essence,4
Sfax,3 days ago,276000,Blanc,73000,Avec kilométrage,3.0L,2018,Manuelle,Iveco,Daily,Utilitaire,Diesel,10
Sfax,3 days ago,178000,Blanc,34000,Avec kilométrage,1.2L,2012,Manuelle,Kia,Rio,Compacte,Essence,5
Tunis,3 days ago,170000,Noir,68000,Avec kilométrage,1.7L,2014,Manuelle,Kia,Sportage,Pick up,Diesel,6
Tunis,3 days ago,320000,Noir,26000,Avec kilométrage,3.2L,2001,Automatique,Mercedes-Benz,Classe S,Berline,Essence,16
